artist,title,lines,words,total_LQI,codeswitch_score,repetition_score,cadence_text_score,rhyme,internal,chain,multi_dens,compound_dens,holorime_dens,syl_density,syl_weight,alliteration,assonance,consonance,onomatopoeia,vocab,wordplay,simile,metaphor,pun,entendre,english,codeswitch,repetition,cadence_var,coherence_cosine,theme_cosine,pairwise_spread,mean_surprisal_nats,callback_cosine
King,IICONIC,82,477,24.97,86.22,0.0,79.1,7.43,31.53,0.0,0.0,0.0,0.0,52.53,42.4,70.0,52.73,61.79,0.0,94.4,14.94,0.0,0.0,1.22,2.44,32.03,51.22,0.0,49.1,0.5779,0.741,0.4586,7.0513,0.8205
King,KODAK,272,2028,28.67,74.34,11.3,86.3,29.39,35.54,0.0,21.32,0.0,0.0,75.52,61.07,82.22,66.79,68.33,11.76,96.43,36.12,1.84,0.0,3.31,2.57,37.56,39.34,2.58,56.3,0.4916,0.6638,0.5688,6.5497,0.7719
King,Let The Eyes Talk,52,325,31.99,65.77,17.16,72.99,14.89,10.75,0.0,5.77,0.0,0.0,62.31,38.56,52.73,35.35,19.61,0.0,66.15,6.85,0.0,0.0,1.92,0.0,14.09,30.77,3.92,42.99,0.6327,0.8056,0.358,6.823,0.9233
King,Maan Meri Jaan,30,206,40.32,81.67,30.17,73.37,27.65,16.67,0.0,10.0,0.0,0.0,71.25,77.92,35.0,19.23,79.87,0.0,61.54,0.0,0.0,0.0,0.0,0.0,19.79,46.67,6.9,43.37,0.598,0.7868,0.394,6.5539,0.9047
King,No Loss,54,381,35.39,93.0,33.02,73.28,37.02,30.3,0.0,27.78,0.0,0.0,73.25,54.78,80.85,87.33,84.02,0.0,94.25,12.04,0.0,1.85,0.0,1.85,31.9,68.52,7.55,43.28,0.5432,0.7263,0.4814,6.8834,0.807
King,OOPS,73,438,34.13,92.39,48.12,85.21,21.16,19.61,0.0,9.59,0.0,0.0,70.0,24.55,51.88,29.6,28.8,0.0,75.38,4.88,0.0,0.0,1.37,0.0,36.4,65.75,12.5,55.21,0.5595,0.7392,0.4612,6.6311,0.85
King,Pablo,39,241,43.68,94.74,0.0,53.08,33.01,14.49,0.0,18.42,0.0,0.0,67.57,18.09,79.21,77.09,87.84,0.0,48.0,9.38,0.0,0.0,2.63,0.0,26.87,76.32,0.0,28.19,0.4871,0.7288,0.4815,8.2046,0.9006
King,Picasso,66,352,27.85,75.91,0.0,72.71,9.95,29.63,0.0,1.52,0.0,0.0,46.92,35.46,83.6,47.05,71.46,0.0,85.0,40.53,0.0,0.0,4.55,1.52,31.31,40.91,0.0,42.71,0.555,0.7359,0.4663,8.1094,0.8615
King,Sinner,72,410,30.99,85.0,6.16,81.81,21.57,21.74,0.0,8.33,0.0,0.0,55.67,51.26,40.82,61.85,25.24,0.0,73.08,9.9,0.0,1.39,1.39,0.0,34.19,50.0,1.41,51.81,0.5485,0.7606,0.4286,7.1374,0.8341
King,TERE HO KE,118,823,34.24,61.44,36.6,68.85,28.26,31.91,9.12,14.41,0.0,0.0,74.39,65.74,85.87,85.66,62.51,0.0,78.97,75.42,3.39,0.0,9.32,0.0,34.86,27.97,8.55,38.85,0.6691,0.781,0.3966,6.3429,0.858
King,Tu Aake Dekhle,73,337,33.69,76.1,12.15,79.94,20.87,8.13,0.0,8.22,0.0,0.0,46.46,55.51,28.81,65.83,0.0,0.0,72.31,4.17,0.0,0.0,0.0,1.37,25.85,41.1,2.78,49.94,0.5311,0.7227,0.4858,7.5342,0.852
King,WARCRY,107,764,35.36,86.92,4.25,72.84,42.69,53.33,8.57,23.08,0.0,0.0,76.42,80.52,82.25,71.26,64.96,0.0,95.24,57.45,0.96,0.0,6.73,0.0,18.48,51.92,0.97,42.84,0.626,0.7875,0.3863,6.1988,0.8496
KR$NA,Been A While,85,663,31.57,94.23,5.76,79.0,15.05,34.83,0.0,5.19,0.0,0.0,77.3,61.52,72.33,62.5,58.81,14.29,96.25,65.12,5.19,0.0,5.19,7.79,50.43,74.03,1.32,49.0,0.3777,0.6086,0.6403,6.6009,0.6775
KR$NA,Blowing Up,103,825,28.82,91.07,17.33,79.15,42.21,89.74,21.98,11.76,0.0,0.0,86.26,80.24,91.13,57.24,44.42,7.84,85.25,87.92,3.92,7.84,8.82,3.92,85.79,59.8,3.96,49.15,0.3649,0.571,0.6854,5.1432,0.6195
KR$NA,Hello,71,451,28.53,90.16,41.26,92.21,18.18,52.63,0.0,4.29,0.0,0.0,70.89,80.24,70.76,25.28,37.68,5.71,86.75,65.12,7.14,2.86,4.29,7.14,80.71,55.71,10.14,68.83,0.2958,0.5111,0.7513,6.5031,0.5681
KR$NA,Hola Amigo,134,968,25.43,93.53,9.87,77.16,43.46,48.02,21.79,20.15,0.0,0.0,65.15,40.45,90.38,60.71,62.07,39.07,96.33,53.36,4.48,0.0,4.48,3.73,41.34,70.9,2.26,47.16,0.4544,0.6735,0.5556,6.0288,0.7512
KR$NA,I Guess,101,670,27.62,92.52,4.38,73.31,46.57,27.78,19.84,24.75,0.99,0.0,51.68,39.33,71.74,28.21,44.15,0.0,82.5,79.21,1.98,1.98,7.92,2.97,55.69,66.34,1.0,43.31,0.2981,0.5885,0.6647,6.6158,0.7821
KR$NA,Joota Japani,72,424,35.4,93.21,6.16,83.41,42.01,64.33,15.04,13.89,0.0,0.0,59.71,77.83,71.39,40.19,63.74,5.56,90.8,60.32,8.33,0.0,4.17,5.56,40.0,69.44,1.41,53.41,0.4219,0.6414,0.5985,7.5093,0.7422
KR$NA,Kaha Tak,96,599,30.08,80.83,0.0,67.22,8.67,30.3,0.0,0.0,0.0,0.0,52.5,25.62,53.39,29.22,69.48,0.0,83.0,25.52,0.0,2.08,2.08,2.08,52.67,45.83,0.0,37.22,0.4448,0.6796,0.5472,6.7186,0.8365
KR$NA,Khatta Flow,74,581,30.44,84.32,12.15,82.02,42.98,100.0,34.48,6.85,0.0,0.0,88.89,71.42,94.85,89.1,89.88,0.0,96.77,89.19,5.48,5.48,12.33,2.74,80.65,49.32,2.78,52.02,0.3206,0.5462,0.7135,6.4582,0.5571
KR$NA,Knock Knock,63,315,43.85,97.88,44.6,62.08,51.17,76.92,32.97,9.52,0.0,0.0,48.2,80.12,45.0,41.36,58.81,0.0,35.0,24.4,0.0,0.0,3.17,1.59,31.98,90.48,11.29,33.33,0.4842,0.7326,0.4712,7.0821,0.991
KR$NA,Lil Bunty,84,622,31.21,90.36,5.34,79.86,26.43,52.21,20.65,6.02,0.0,0.0,84.15,80.47,83.27,82.5,61.67,14.46,96.07,85.57,3.61,2.41,10.84,4.82,82.93,56.63,1.22,49.86,0.3603,0.5846,0.6694,5.8737,0.5619
KR$NA,Machayenge 4,196,1395,30.45,93.99,0.0,80.79,24.8,30.14,4.56,13.27,0.0,0.0,72.49,56.88,82.37,59.35,67.92,4.08,96.39,61.48,5.1,0.51,5.1,4.08,43.23,72.96,0.0,50.79,0.4746,0.6721,0.5576,7.8112,0.7274
KR$NA,MAHARANI,175,674,28.33,71.57,2.51,52.15,16.18,9.69,0.0,11.43,0.0,0.0,29.25,44.59,17.91,62.5,14.81,4.57,96.43,23.33,1.71,0.0,1.14,2.86,29.56,36.57,0.57,27.66,0.4379,0.6766,0.5514,7.278,0.7687
KR$NA,Makasam,154,1104,34.88,81.41,8.63,77.72,36.08,57.08,0.0,19.61,0.0,0.0,86.51,81.17,90.02,84.63,71.64,2.61,95.06,83.3,3.92,1.31,9.15,4.58,82.67,46.41,1.97,47.72,0.345,0.5581,0.7002,6.005,0.5684
KR$NA,Muqabla,86,701,34.16,97.12,75.0,95.61,30.02,100.0,0.0,4.71,0.0,0.0,84.56,74.19,93.6,90.05,95.2,0.0,90.71,74.36,11.76,0.0,5.88,3.53,31.07,87.06,25.0,82.43,0.6322,0.7362,0.4658,6.9434,0.9003
KR$NA,NGL,108,836,28.37,85.93,24.53,90.27,23.71,81.48,0.0,4.63,0.0,0.0,68.6,28.38,83.24,70.87,73.76,0.0,95.62,67.65,4.63,0.93,5.56,7.41,47.97,50.93,5.61,61.08,0.4287,0.609,0.6397,6.0462,0.7175
KR$NA,No Cap,102,685,33.94,93.25,0.0,66.44,43.19,33.76,25.32,19.61,0.0,0.0,64.51,62.54,70.98,58.36,69.48,0.0,87.71,91.19,16.67,0.0,3.92,7.84,62.31,69.61,0.0,36.44,0.3965,0.5779,0.6774,8.289,0.7335
KR$NA,OG,83,647,28.31,92.77,5.34,79.55,13.36,24.69,0.0,3.61,0.0,0.0,66.83,20.69,78.33,39.63,47.88,0.0,91.0,40.16,4.82,2.41,2.41,2.41,50.16,67.47,1.22,49.55,0.4047,0.6314,0.6116,6.1467,0.7879
KR$NA,Prarthana,91,704,32.52,93.41,9.72,77.79,41.3,51.64,0.0,20.88,0.0,0.0,79.17,60.99,70.28,70.87,66.01,40.96,95.24,58.52,1.1,1.1,5.49,4.4,42.26,70.33,2.22,47.79,0.4875,0.6928,0.5289,6.2645,0.8202
KR$NA,Roll Up,73,434,32.29,82.89,0.0,86.84,39.65,74.07,0.0,12.68,0.0,0.0,71.76,74.64,86.38,87.08,65.0,5.56,86.6,62.1,8.45,0.0,2.82,7.04,85.58,47.89,0.0,56.84,0.3021,0.5337,0.7273,7.4213,0.6502
KR$NA,Saath Ya Khilaaf,85,603,32.64,74.29,15.81,90.54,45.24,100.0,0.0,14.29,0.0,0.0,77.5,81.3,80.81,76.47,85.59,0.0,90.5,56.19,5.95,1.19,3.57,5.95,80.85,39.29,3.61,62.18,0.366,0.5608,0.6972,6.2765,0.5373
KR$NA,Say My Name (English Version),82,661,30.66,76.46,36.87,78.35,16.52,33.33,0.0,6.1,0.0,0.0,71.28,57.63,77.91,55.94,79.27,9.76,95.83,75.43,10.98,6.1,2.44,6.1,85.67,41.46,8.64,48.35,0.282,0.5011,0.7616,5.1448,0.464
KR$NA,Saza E Maut,82,585,30.69,83.15,10.94,93.01,46.3,83.33,19.05,12.35,0.0,0.0,71.17,65.06,82.86,48.33,85.14,32.75,90.0,84.99,3.7,0.0,8.64,8.64,81.54,48.15,2.5,72.03,0.3644,0.5723,0.6839,5.6719,0.6133
KR$NA,Seedha Makeover,84,603,32.81,91.7,10.67,92.82,38.13,67.51,10.85,12.05,0.0,0.0,74.91,61.5,76.65,81.75,87.53,0.0,92.43,63.68,4.82,2.41,4.82,7.23,45.63,62.65,2.44,71.28,0.4854,0.6771,0.5507,7.4059,0.7463
KR$NA,Sensitive,170,1217,34.27,66.76,59.99,83.63,35.48,23.98,0.0,21.18,0.0,0.0,76.74,71.4,92.73,71.63,56.74,0.0,88.79,58.09,0.0,1.18,6.47,1.18,42.7,31.76,16.57,53.63,0.5039,0.6345,0.6076,6.7709,0.7427
KR$NA,Shut Up,80,653,32.87,90.72,28.04,82.74,47.73,100.0,12.24,16.46,0.0,0.0,88.33,80.27,92.04,87.04,66.96,37.94,97.02,88.6,7.59,2.53,10.13,5.06,83.1,58.23,6.41,52.74,0.2818,0.5231,0.7387,5.5945,0.4956
KR$NA,Some Of Us,81,747,32.28,78.75,22.15,75.94,57.34,98.96,31.25,25.0,0.0,0.0,90.69,80.18,90.78,72.5,87.43,0.0,97.92,56.25,1.25,2.5,5.0,3.75,92.41,43.75,5.06,45.94,0.291,0.486,0.7767,5.3486,0.4867
KR$NA,Still Standing,57,533,32.45,94.84,7.95,89.52,47.78,100.0,0.0,12.5,0.0,0.0,95.0,77.85,98.52,84.32,86.75,21.25,89.5,93.3,8.93,19.64,5.36,3.57,77.16,76.79,1.82,59.52,0.2432,0.5242,0.7384,4.8494,0.6869
KR$NA,Untitled,75,518,33.45,94.37,29.56,72.85,37.76,50.23,0.0,21.33,0.0,0.0,73.7,35.4,87.47,83.99,48.96,5.33,90.0,86.39,14.67,2.67,2.67,4.0,33.43,74.67,6.76,42.85,0.568,0.714,0.4986,6.8456,0.7681
KR$NA,Vibrate,163,987,35.28,70.58,0.0,67.42,29.16,15.29,26.21,9.2,0.0,0.0,63.56,80.16,77.19,27.44,56.13,2.45,96.18,59.71,9.82,0.0,1.84,1.84,60.36,35.58,0.0,37.42,0.3446,0.5474,0.7122,7.1796,0.6726
KR$NA,Villain,86,573,29.64,91.11,5.21,75.05,34.08,58.48,0.0,10.59,0.0,0.0,74.82,55.14,77.14,30.0,56.43,0.0,85.57,93.19,18.82,5.88,9.41,2.35,70.59,60.0,1.19,45.05,0.3249,0.5584,0.6999,6.3263,0.6594
KR$NA,Vyanjan,117,556,30.85,18.1,3.8,95.07,40.76,91.95,7.39,16.38,0.0,0.0,95.0,87.7,100.0,94.23,98.03,0.0,97.81,84.74,0.0,0.0,19.83,0.86,77.78,6.03,0.87,80.26,0.4017,0.5886,0.6646,4.947,0.5879
KR$NA,Wanna Know,75,607,26.69,90.69,11.99,83.88,55.48,100.0,35.09,14.86,0.0,0.0,81.05,55.58,80.14,81.72,86.27,0.0,93.5,93.34,12.16,13.51,8.11,4.05,90.38,58.11,2.74,53.88,0.282,0.5057,0.7568,5.1561,0.4945
KR$NA,Whats Up,70,519,27.19,90.43,20.51,78.93,20.51,47.62,0.0,3.08,0.0,0.0,69.34,34.66,66.31,0.0,0.0,0.0,66.15,81.6,1.54,15.38,0.0,0.0,88.81,56.92,4.69,48.93,0.3442,0.6038,0.6462,3.8879,0.8578
Lil Bhatia,Maar Kaat,35,239,30.98,67.35,0.0,93.55,52.91,68.63,25.21,32.35,0.0,0.0,84.3,80.63,93.98,60.28,86.51,0.0,97.22,87.11,0.0,2.94,20.59,0.0,72.0,32.35,0.0,74.19,0.3465,0.6076,0.65,6.8145,0.6135
Lil Bhatia,Peace of Mind,103,656,33.82,90.41,54.98,72.59,35.2,43.48,0.0,19.61,0.0,0.0,75.48,81.04,74.21,59.77,70.35,3.92,83.75,58.33,1.96,0.0,5.88,2.94,94.39,56.86,14.85,42.59,0.4197,0.5463,0.7135,6.4287,0.6216
Lil Bhatia,Taakat,91,566,27.03,72.78,19.66,80.77,33.03,63.93,0.0,12.22,0.0,0.0,65.67,80.15,79.3,85.7,72.56,4.44,97.22,76.67,0.0,0.0,8.89,4.44,81.08,37.78,4.49,50.77,0.3318,0.5411,0.7192,6.1764,0.6034
Muhfaad,Abe Chodna,85,440,38.23,94.44,46.81,100.0,28.34,100.0,0.0,1.19,0.0,0.0,74.79,52.09,84.76,87.94,84.24,14.29,79.38,0.0,0.0,0.0,0.0,0.0,32.09,75.0,12.05,100.0,0.5912,0.7667,0.4191,8.352,0.9848
Muhfaad,Adayein,58,363,41.04,95.4,15.35,75.62,44.44,31.01,19.93,20.69,0.0,0.0,69.48,81.02,74.31,63.06,37.14,0.0,76.92,38.79,1.72,1.72,3.45,1.72,35.77,79.31,3.51,45.62,0.6271,0.7727,0.41,5.7652,0.8784
Muhfaad,Aelaan,146,961,34.24,92.03,6.08,70.63,30.54,37.04,6.35,15.86,0.0,0.0,68.19,61.82,73.47,59.17,62.16,2.74,91.73,46.55,2.07,1.38,4.14,2.76,26.19,64.14,1.39,40.63,0.5342,0.7332,0.4703,6.8805,0.801
Muhfaad,Ambaran,71,398,33.26,76.18,6.53,99.19,27.64,40.4,0.0,7.35,0.0,0.0,58.06,73.77,85.35,56.5,75.0,5.71,66.46,15.72,0.0,1.47,1.47,1.47,30.97,41.18,1.49,96.75,0.488,0.7137,0.4989,7.7286,0.9121
Muhfaad,BackFlip,56,454,31.57,95.63,7.95,64.33,30.59,46.3,0.0,10.71,0.0,0.0,83.79,54.3,92.37,70.68,80.45,0.0,72.0,6.36,0.0,0.0,1.79,0.0,31.45,80.36,1.82,34.61,0.6302,0.793,0.3779,7.1448,0.8917
Muhfaad,Bakri (GOAT),83,594,32.84,92.68,0.0,90.66,36.25,65.66,12.99,10.98,0.0,0.0,74.57,45.32,81.59,88.27,85.95,0.0,95.0,81.73,3.66,0.0,9.76,3.66,31.18,67.07,0.0,62.63,0.5398,0.7304,0.4744,7.7994,0.8373
Muhfaad,Bhoot Banega,225,1558,33.17,94.57,3.91,73.64,19.52,26.36,0.0,9.78,0.0,0.0,71.81,66.83,81.43,52.73,61.27,1.78,96.34,46.44,0.89,1.33,4.44,2.67,37.57,75.56,0.89,43.64,0.469,0.6705,0.5598,6.7307,0.7841
Muhfaad,Duniya Chutiya,48,288,41.72,90.28,0.0,75.36,43.92,63.06,0.0,16.67,0.0,0.0,63.83,81.36,80.87,50.27,66.53,0.0,90.0,21.35,0.0,0.0,4.17,0.0,23.87,56.25,0.0,45.36,0.7201,0.8349,0.3094,5.3984,0.9029
Muhfaad,Ego Friendly,94,498,27.54,94.98,0.0,71.56,7.99,9.95,0.0,1.08,0.0,0.0,51.54,45.62,89.94,25.99,58.53,0.0,81.29,44.09,2.15,0.0,4.3,2.15,48.46,77.42,0.0,41.56,0.4448,0.6743,0.5545,8.2435,0.7466
Muhfaad,Glitch,85,454,32.06,45.44,88.1,62.72,17.8,17.54,0.0,7.06,0.0,0.0,37.35,36.75,17.65,61.35,60.64,0.0,75.9,50.59,0.0,4.71,4.71,1.18,68.95,18.82,38.1,33.7,0.489,0.5886,0.6647,5.3306,0.8424
Muhfaad,Happy Diwala Ravan,86,509,36.27,93.28,15.44,90.32,42.5,48.89,0.0,26.74,0.0,0.0,69.49,71.04,81.88,37.58,64.1,4.65,95.97,23.84,0.0,0.0,2.33,2.33,43.38,69.77,3.53,61.26,0.4719,0.6763,0.5519,7.2007,0.7844
Muhfaad,Har Har Gange,75,501,37.75,93.48,35.32,96.71,45.36,52.29,0.0,34.67,0.0,0.0,65.89,79.53,94.2,73.18,86.92,39.83,74.36,0.0,0.0,0.0,0.0,0.0,42.86,70.67,8.11,86.84,0.5109,0.708,0.5071,7.165,0.8301
Muhfaad,Instagram Live,155,1177,36.95,95.13,2.84,68.91,26.11,30.11,5.53,16.13,0.0,0.0,82.44,63.53,81.45,71.54,72.67,0.0,97.18,45.0,1.94,0.0,4.52,1.94,33.72,78.06,0.65,38.91,0.5313,0.7021,0.5157,6.0975,0.7782
Muhfaad,Jaldi Aao,97,629,30.47,86.55,0.0,100.0,42.51,34.83,0.0,34.02,0.0,0.0,68.95,72.25,72.71,75.65,45.62,0.0,93.5,12.63,0.0,0.0,1.03,2.06,27.91,51.55,0.0,100.0,0.5264,0.7263,0.4805,5.7174,0.8321
Muhfaad,KALI ZUBAN,64,490,30.88,95.14,0.0,64.26,23.83,45.45,0.0,7.81,0.0,0.0,81.72,80.01,90.27,77.03,86.61,0.0,94.5,59.82,4.69,1.56,4.69,4.69,33.22,78.12,0.0,34.58,0.4302,0.6697,0.5608,6.9902,0.8197
